จังหวัด,เขตเลือกตั้งที่,ตำบล,อำเภอ,หน่วยเลือกตั้งที่,หมู่ที่,จำนวนผู้มีสิทธิเลือกตั้ง,จำนวนผู้มาแสดงตน,จำนวนบัตรที่ได้รับจัดสรร,จำนวนบัตรที่ใช้,จำนวนบัตรดี,จำนวนบัตรเสีย,จำนวนบัตรที่ไม่เลือกผู้สมัคร,จำนวนบัตรคงเหลือ,หมายเลข,ชื่อสกุล,พรรค,คะแนน
นครศรีธรรมราช,2,ตำบลนาสาร,พระพรหม,11,2,618,461,620,461,420,17,24,159,8,นายทศพร แซ่ซิ้น,เศรษฐกิจ,0
นครศรีธรรมราช,2,ตำบลนาสาร,พระพรหม,11,2,618,461,620,461,420,17,24,159,9,นายสิทธิพงศ์ ชูวงศ์,สังคมประชาธิปไตยไทย,2
นครศรีธรรมราช,2,ตำบลนาสาร,พระพรหม,11,2,618,461,620,461,420,17,24,159,10,นายนพดล กาญจนรักษ์,ไทยก้าวใหม่,0
นครศรีธรรมราช,2,ตำบลนาสาร,พระพรหม,13,7,704,478,680,478,429,12,37,202,1,นางสาวนันทวัน วิเชียร,ภูมิใจไทย,251
นครศรีธรรมราช,2,ตำบลนาสาร,พระพรหม,13,7,704,478,680,478,429,12,37,202,2,นายนนทิวรรธน์ นนทภักดิ์,รวมไทยสร้างชาติ,14
นครศรีธรรมราช,2,ตำบลนาสาร,พระพรหม,13,7,704,478,680,478,429,12,37,202,3,นายเชาวน์วัศ เสนพงศ์,ประชาธิปัตย์,86
นครศรีธรรมราช,2,ตำบลนาสาร,พระพรหม,13,7,704,478,680,478,429,12,37,202,4,นายเจริญ ชินวงศ์,กล้าธรรม,33
นครศรีธรรมราช,2,ตำบลนาสาร,พระพรหม,13,7,704,478,680,478,429,12,37,202,5,นายจรยุทธ มาศบำรุง,ประชาชน,33
นครศรีธรรมราช,2,ตำบลนาสาร,พระพรหม,13,7,704,478,680,478,429,12,37,202,6,นางวิไลลักษณ์ คชพันธ์,เพื่อไทย,3
นครศรีธรรมราช,2,ตำบลนาสาร,พระพรหม,13,7,704,478,680,478,429,12,37,202,7,นายปัญโน หวานนุรักษ์,พลวัต,3
นครศรีธรรมราช,2,ตำบลนาสาร,พระพรหม,13,7,704,478,680,478,429,12,37,202,8,นายทศพร แซ่ซิ้น,เศรษฐกิจ,4
นครศรีธรรมราช,2,ตำบลนาสาร,พระพรหม,13,7,704,478,680,478,429,12,37,202,9,นายสิทธิพงศ์ ชูวงศ์,สังคมประชาธิปไตยไทย,1
นครศรีธรรมราช,2,ตำบลนาสาร,พระพรหม,13,7,704,478,680,478,429,12,37,202,10,นายนพดล กาญจนรักษ์,ไทยก้าวใหม่,1
นครศรีธรรมราช,2,ตำบลนาสาร,พระพรหม,12,6,573,405,560,405,367,19,19,155,1,นางสาวนันทวัน วิเชียร,ภูมิใจไทย,220
นครศรีธรรมราช,2,ตำบลนาสาร,พระพรหม,12,6,573,405,560,405,367,19,19,155,2,นายนนทิวรรธน์ นนทภักดิ์,รวมไทยสร้างชาติ,16
นครศรีธรรมราช,2,ตำบลนาสาร,พระพรหม,12,6,573,405,560,405,367,19,19,155,3,นายเชาวน์วัศ เสนพงศ์,ประชาธิปัตย์,60
นครศรีธรรมราช,2,ตำบลนาสาร,พระพรหม,12,6,573,405,560,405,367,19,19,155,4,นายเจริญ ชินวงศ์,กล้าธรรม,7
นครศรีธรรมราช,2,ตำบลนาสาร,พระพรหม,12,6,573,405,560,405,367,19,19,155,5,นายจรยุทธ มาศบำรุง,ประชาชน,47
นครศรีธรรมราช,2,ตำบลนาสาร,พระพรหม,12,6,573,405,560,405,367,19,19,155,6,นางวิไลลักษณ์ คชพันธ์,เพื่อไทย,9
นครศรีธรรมราช,2,ตำบลนาสาร,พระพรหม,12,6,573,405,560,405,367,19,19,155,7,นายปัญโน หวานนุรักษ์,พลวัต,0
นครศรีธรรมราช,2,ตำบลนาสาร,พระพรหม,12,6,573,405,560,405,367,19,19,155,8,นายทศพร แซ่ซิ้น,เศรษฐกิจ,6
นครศรีธรรมราช,2,ตำบลนาสาร,พระพรหม,12,6,573,405,560,405,367,19,19,155,9,นายสิทธิพงศ์ ชูวงศ์,สังคมประชาธิปไตยไทย,1
นครศรีธรรมราช,2,ตำบลนาสาร,พระพรหม,12,6,573,405,560,405,367,19,19,155,10,นายนพดล กาญจนรักษ์,ไทยก้าวใหม่,1
นครศรีธรรมราช,2,ตำบลนาสาร,พระพรหม,14,7,710,496,660,496,408,22,66,164,1,นางสาวนันทวัน วิเชียร,ภูมิใจไทย,188
นครศรีธรรมราช,2,ตำบลนาสาร,พระพรหม,14,7,710,496,660,496,408,22,66,164,2,นายนนทิวรรธน์ นนทภักดิ์,รวมไทยสร้างชาติ,33
นครศรีธรรมราช,2,ตำบลนาสาร,พระพรหม,14,7,710,496,660,496,408,22,66,164,3,นายเชาวน์วัศ เสนพงศ์,ประชาธิปัตย์,97
นครศรีธรรมราช,2,ตำบลนาสาร,พระพรหม,14,7,710,496,660,496,408,22,66,164,4,นายเจริญ ชินวงศ์,กล้าธรรม,14
นครศรีธรรมราช,2,ตำบลนาสาร,พระพรหม,14,7,710,496,660,496,408,22,66,164,5,นายจรยุทธ มาศบำรุง,ประชาชน,68
นครศรีธรรมราช,2,ตำบลนาสาร,พระพรหม,14,7,710,496,660,496,408,22,66,164,6,นางวิไลลักษณ์ คชพันธ์,เพื่อไทย,3
นครศรีธรรมราช,2,ตำบลนาสาร,พระพรหม,14,7,710,496,660,496,408,22,66,164,7,นายปัญโน หวานนุรักษ์,พลวัต,0
นครศรีธรรมราช,2,ตำบลนาสาร,พระพรหม,14,7,710,496,660,496,408,22,66,164,8,นายทศพร แซ่ซิ้น,เศรษฐกิจ,1
นครศรีธรรมราช,2,ตำบลนาสาร,พระพรหม,14,7,710,496,660,496,408,22,66,164,9,นายสิทธิพงศ์ ชูวงศ์,สังคมประชาธิปไตยไทย,1
นครศรีธรรมราช,2,ตำบลนาสาร,พระพรหม,14,7,710,496,660,496,408,22,66,164,10,นายนพดล กาญจนรักษ์,ไทยก้าวใหม่,3
นครศรีธรรมราช,2,เทศบาลตำบลบางจาก,เมือง,1,6,751,501,700,501,470,8,23,199,1,นางสาวนันทวัน วิเชียร,ภูมิใจไทย,210
นครศรีธรรมราช,2,เทศบาลตำบลบางจาก,เมือง,1,6,751,501,700,501,470,8,23,199,2,นายนนทิวรรธน์ นนทภักดิ์,รวมไทยสร้างชาติ,21
นครศรีธรรมราช,2,เทศบาลตำบลบางจาก,เมือง,1,6,751,501,700,501,470,8,23,199,3,นายเชาวน์วัศ เสนพงศ์,ประชาธิปัตย์,104
นครศรีธรรมราช,2,เทศบาลตำบลบางจาก,เมือง,1,6,751,501,700,501,470,8,23,199,4,นายเจริญ ชินวงศ์,กล้าธรรม,53
นครศรีธรรมราช,2,เทศบาลตำบลบางจาก,เมือง,1,6,751,501,700,501,470,8,23,199,5,นายจรยุทธ มาศบำรุง,ประชาชน,71
นครศรีธรรมราช,2,เทศบาลตำบลบางจาก,เมือง,1,6,751,501,700,501,470,8,23,199,6,นางวิไลลักษณ์ คชพันธ์,เพื่อไทย,8
นครศรีธรรมราช,2,เทศบาลตำบลบางจาก,เมือง,1,6,751,501,700,501,470,8,23,199,7,นายปัญโน หวานนุรักษ์,พลวัต,0
นครศรีธรรมราช,2,เทศบาลตำบลบางจาก,เมือง,1,6,751,501,700,501,470,8,23,199,8,นายทศพร แซ่ซิ้น,เศรษฐกิจ,2
นครศรีธรรมราช,2,เทศบาลตำบลบางจาก,เมือง,1,6,751,501,700,501,470,8,23,199,9,นายสิทธิพงศ์ ชูวงศ์,สังคมประชาธิปไตยไทย,1
นครศรีธรรมราช,2,เทศบาลตำบลบางจาก,เมือง,1,6,751,501,700,501,470,8,23,199,10,นายนพดล กาญจนรักษ์,ไทยก้าวใหม่,0
นครศรีธรรมราช,2,ตำบลบางจาก,เมือง,1,1,569,359,540,359,328,9,22,181,1,นางสาวนันทวัน วิเชียร,ภูมิใจไทย,157
นครศรีธรรมราช,2,ตำบลบางจาก,เมือง,1,1,569,359,540,359,328,9,22,181,2,นายนนทิวรรธน์ นนทภักดิ์,รวมไทยสร้างชาติ,13
นครศรีธรรมราช,2,ตำบลบางจาก,เมือง,1,1,569,359,540,359,328,9,22,181,3,นายเชาวน์วัศ เสนพงศ์,ประชาธิปัตย์,68
นครศรีธรรมราช,2,ตำบลบางจาก,เมือง,1,1,569,359,540,359,328,9,22,181,4,นายเจริญ ชินวงศ์,กล้าธรรม,22
นครศรีธรรมราช,2,ตำบลบางจาก,เมือง,1,1,569,359,540,359,328,9,22,181,5,นายจรยุทธ มาศบำรุง,ประชาชน,59
นครศรีธรรมราช,2,ตำบลบางจาก,เมือง,1,1,569,359,540,359,328,9,22,181,6,นางวิไลลักษณ์ คชพันธ์,เพื่อไทย,6
นครศรีธรรมราช,2,ตำบลบางจาก,เมือง,1,1,569,359,540,359,328,9,22,181,7,นายปัญโน หวานนุรักษ์,พลวัต,0
นครศรีธรรมราช,2,ตำบลบางจาก,เมือง,1,1,569,359,540,359,328,9,22,181,8,นายทศพร แซ่ซิ้น,เศรษฐกิจ,2
นครศรีธรรมราช,2,ตำบลบางจาก,เมือง,1,1,569,359,540,359,328,9,22,181,9,นายสิทธิพงศ์ ชูวงศ์,สังคมประชาธิปไตยไทย,1
นครศรีธรรมราช,2,ตำบลบางจาก,เมือง,1,1,569,359,540,359,328,9,22,181,10,นายนพดล กาญจนรักษ์,ไทยก้าวใหม่,0
นครศรีธรรมราช,2,ตำบลบางจาก,เมือง,10,8,582,421,560,421,397,12,12,139,1,นางสาวนันทวัน วิเชียร,ภูมิใจไทย,225
นครศรีธรรมราช,2,ตำบลบางจาก,เมือง,10,8,582,421,560,421,397,12,12,139,2,นายนนทิวรรธน์ นนทภักดิ์,รวมไทยสร้างชาติ,4
นครศรีธรรมราช,2,ตำบลบางจาก,เมือง,10,8,582,421,560,421,397,12,12,139,3,นายเชาวน์วัศ เสนพงศ์,ประชาธิปัตย์,127
นครศรีธรรมราช,2,ตำบลบางจาก,เมือง,10,8,582,421,560,421,397,12,12,139,4,นายเจริญ ชินวงศ์,กล้าธรรม,11
นครศรีธรรมราช,2,ตำบลบางจาก,เมือง,10,8,582,421,560,421,397,12,12,139,5,นายจรยุทธ มาศบำรุง,ประชาชน,26
นครศรีธรรมราช,2,ตำบลบางจาก,เมือง,10,8,582,421,560,421,397,12,12,139,6,นางวิไลลักษณ์ คชพันธ์,เพื่อไทย,0
นครศรีธรรมราช,2,ตำบลบางจาก,เมือง,10,8,582,421,560,421,397,12,12,139,7,นายปัญโน หวานนุรักษ์,พลวัต,0
นครศรีธรรมราช,2,ตำบลบางจาก,เมือง,10,8,582,421,560,421,397,12,12,139,8,นายทศพร แซ่ซิ้น,เศรษฐกิจ,3
นครศรีธรรมราช,2,ตำบลบางจาก,เมือง,10,8,582,421,560,421,397,12,12,139,9,นายสิทธิพงศ์ ชูวงศ์,สังคมประชาธิปไตยไทย,1
นครศรีธรรมราช,2,ตำบลบางจาก,เมือง,10,8,582,421,560,421,397,12,12,139,10,นายนพดล กาญจนรักษ์,ไทยก้าวใหม่,0
นครศรีธรรมราช,2,ตำบลบางจาก,เมือง,11,10,715,472,680,472,442,8,22,208,1,นางสาวนันทวัน วิเชียร,ภูมิใจไทย,183
นครศรีธรรมราช,2,ตำบลบางจาก,เมือง,11,10,715,472,680,472,442,8,22,208,2,นายนนทิวรรธน์ นนทภักดิ์,รวมไทยสร้างชาติ,15
นครศรีธรรมราช,2,ตำบลบางจาก,เมือง,11,10,715,472,680,472,442,8,22,208,3,นายเชาวน์วัศ เสนพงศ์,ประชาธิปัตย์,114
นครศรีธรรมราช,2,ตำบลบางจาก,เมือง,11,10,715,472,680,472,442,8,22,208,4,นายเจริญ ชินวงศ์,กล้าธรรม,74
นครศรีธรรมราช,2,ตำบลบางจาก,เมือง,11,10,715,472,680,472,442,8,22,208,5,นายจรยุทธ มาศบำรุง,ประชาชน,44
นครศรีธรรมราช,2,ตำบลบางจาก,เมือง,11,10,715,472,680,472,442,8,22,208,6,นางวิไลลักษณ์ คชพันธ์,เพื่อไทย,2
นครศรีธรรมราช,2,ตำบลบางจาก,เมือง,11,10,715,472,680,472,442,8,22,208,7,นายปัญโน หวานนุรักษ์,พลวัต,5
นครศรีธรรมราช,2,ตำบลบางจาก,เมือง,11,10,715,472,680,472,442,8,22,208,8,นายทศพร แซ่ซิ้น,เศรษฐกิจ,5
นครศรีธรรมราช,2,ตำบลบางจาก,เมือง,11,10,715,472,680,472,442,8,22,208,9,นายสิทธิพงศ์ ชูวงศ์,สังคมประชาธิปไตยไทย,0
นครศรีธรรมราช,2,ตำบลบางจาก,เมือง,11,10,715,472,680,472,442,8,22,208,10,นายนพดล กาญจนรักษ์,ไทยก้าวใหม่,0
นครศรีธรรมราช,2,ตำบลบางจาก,เมือง,12,11,585,419,560,419,391,11,17,141,1,นางสาวนันทวัน วิเชียร,ภูมิใจไทย,187
นครศรีธรรมราช,2,ตำบลบางจาก,เมือง,12,11,585,419,560,419,391,11,17,141,2,นายนนทิวรรธน์ นนทภักดิ์,รวมไทยสร้างชาติ,12
นครศรีธรรมราช,2,ตำบลบางจาก,เมือง,12,11,585,419,560,419,391,11,17,141,3,นายเชาวน์วัศ เสนพงศ์,ประชาธิปัตย์,121
นครศรีธรรมราช,2,ตำบลบางจาก,เมือง,12,11,585,419,560,419,391,11,17,141,4,นายเจริญ ชินวงศ์,กล้าธรรม,24
นครศรีธรรมราช,2,ตำบลบางจาก,เมือง,12,11,585,419,560,419,391,11,17,141,5,นายจรยุทธ มาศบำรุง,ประชาชน,44
นครศรีธรรมราช,2,ตำบลบางจาก,เมือง,12,11,585,419,560,419,391,11,17,141,6,นางวิไลลักษณ์ คชพันธ์,เพื่อไทย,1
นครศรีธรรมราช,2,ตำบลบางจาก,เมือง,12,11,585,419,560,419,391,11,17,141,7,นายปัญโน หวานนุรักษ์,พลวัต,0
นครศรีธรรมราช,2,ตำบลบางจาก,เมือง,12,11,585,419,560,419,391,11,17,141,8,นายทศพร แซ่ซิ้น,เศรษฐกิจ,2
นครศรีธรรมราช,2,ตำบลบางจาก,เมือง,12,11,585,419,560,419,391,11,17,141,9,นายสิทธิพงศ์ ชูวงศ์,สังคมประชาธิปไตยไทย,0
นครศรีธรรมราช,2,ตำบลบางจาก,เมือง,12,11,585,419,560,419,391,11,17,141,10,นายนพดล กาญจนรักษ์,ไทยก้าวใหม่,0
นครศรีธรรมราช,2,เทศบาลตำบลบางจาก,เมือง,2,6,736,463,700,463,419,11,33,237,1,นางสาวนันทวัน วิเชียร,ภูมิใจไทย,147
นครศรีธรรมราช,2,เทศบาลตำบลบางจาก,เมือง,2,6,736,463,700,463,419,11,33,237,2,นายนนทิวรรธน์ นนทภักดิ์,รวมไทยสร้างชาติ,29
นครศรีธรรมราช,2,เทศบาลตำบลบางจาก,เมือง,2,6,736,463,700,463,419,11,33,237,3,นายเชาวน์วัศ เสนพงศ์,ประชาธิปัตย์,113
นครศรีธรรมราช,2,เทศบาลตำบลบางจาก,เมือง,2,6,736,463,700,463,419,11,33,237,4,นายเจริญ ชินวงศ์,กล้าธรรม,73
นครศรีธรรมราช,2,เทศบาลตำบลบางจาก,เมือง,2,6,736,463,700,463,419,11,33,237,5,นายจรยุทธ มาศบำรุง,ประชาชน,51
นครศรีธรรมราช,2,เทศบาลตำบลบางจาก,เมือง,2,6,736,463,700,463,419,11,33,237,6,นางวิไลลักษณ์ คชพันธ์,เพื่อไทย,1
นครศรีธรรมราช,2,เทศบาลตำบลบางจาก,เมือง,2,6,736,463,700,463,419,11,33,237,7,นายปัญโน หวานนุรักษ์,พลวัต,1
นครศรีธรรมราช,2,เทศบาลตำบลบางจาก,เมือง,2,6,736,463,700,463,419,11,33,237,8,นายทศพร แซ่ซิ้น,เศรษฐกิจ,4
นครศรีธรรมราช,2,เทศบาลตำบลบางจาก,เมือง,2,6,736,463,700,463,419,11,33,237,9,นายสิทธิพงศ์ ชูวงศ์,สังคมประชาธิปไตยไทย,0
นครศรีธรรมราช,2,เทศบาลตำบลบางจาก,เมือง,2,6,736,463,700,463,419,11,33,237,10,นายนพดล กาญจนรักษ์,ไทยก้าวใหม่,0
นครศรีธรรมราช,2,ตำบลบางจาก,เมือง,2,1,668,451,640,451,416,9,26,149,1,นางสาวนันทวัน วิเชียร,ภูมิใจไทย,214
นครศรีธรรมราช,2,ตำบลบางจาก,เมือง,2,1,668,451,640,451,416,9,26,149,2,นายนนทิวรรธน์ นนทภักดิ์,รวมไทยสร้างชาติ,19
นครศรีธรรมราช,2,ตำบลบางจาก,เมือง,2,1,668,451,640,451,416,9,26,149,3,นายเชาวน์วัศ เสนพงศ์,ประชาธิปัตย์,110
นครศรีธรรมราช,2,ตำบลบางจาก,เมือง,2,1,668,451,640,451,416,9,26,149,4,นายเจริญ ชินวงศ์,กล้าธรรม,35
นครศรีธรรมราช,2,ตำบลบางจาก,เมือง,2,1,668,451,640,451,416,9,26,149,5,นายจรยุทธ มาศบำรุง,ประชาชน,35
นครศรีธรรมราช,2,ตำบลบางจาก,เมือง,2,1,668,451,640,451,416,9,26,149,6,นางวิไลลักษณ์ คชพันธ์,เพื่อไทย,2
นครศรีธรรมราช,2,ตำบลบางจาก,เมือง,2,1,668,451,640,451,416,9,26,149,7,นายปัญโน หวานนุรักษ์,พลวัต,0
นครศรีธรรมราช,2,ตำบลบางจาก,เมือง,2,1,668,451,640,451,416,9,26,149,8,นายทศพร แซ่ซิ้น,เศรษฐกิจ,1
นครศรีธรรมราช,2,ตำบลบางจาก,เมือง,2,1,668,451,640,451,416,9,26,149,9,นายสิทธิพงศ์ ชูวงศ์,สังคมประชาธิปไตยไทย,0
นครศรีธรรมราช,2,ตำบลบางจาก,เมือง,2,1,668,451,640,451,416,9,26,149,10,นายนพดล กาญจนรักษ์,ไทยก้าวใหม่,0
นครศรีธรรมราช,2,ตำบลบางจาก,เมือง,3,3,713,448,680,448,418,11,19,232,1,นางสาวนันทวัน วิเชียร,ภูมิใจไทย,206
นครศรีธรรมราช,2,ตำบลบางจาก,เมือง,3,3,713,448,680,448,418,11,19,232,2,นายนนทิวรรธน์ นนทภักดิ์,รวมไทยสร้างชาติ,9
นครศรีธรรมราช,2,ตำบลบางจาก,เมือง,3,3,713,448,680,448,418,11,19,232,3,นายเชาวน์วัศ เสนพงศ์,ประชาธิปัตย์,135
นครศรีธรรมราช,2,ตำบลบางจาก,เมือง,3,3,713,448,680,448,418,11,19,232,4,นายเจริญ ชินวงศ์,กล้าธรรม,21
นครศรีธรรมราช,2,ตำบลบางจาก,เมือง,3,3,713,448,680,448,418,11,19,232,5,นายจรยุทธ มาศบำรุง,ประชาชน,41
นครศรีธรรมราช,2,ตำบลบางจาก,เมือง,3,3,713,448,680,448,418,11,19,232,6,นางวิไลลักษณ์ คชพันธ์,เพื่อไทย,4
นครศรีธรรมราช,2,ตำบลบางจาก,เมือง,3,3,713,448,680,448,418,11,19,232,7,นายปัญโน หวานนุรักษ์,พลวัต,1
นครศรีธรรมราช,2,ตำบลบางจาก,เมือง,3,3,713,448,680,448,418,11,19,232,8,นายทศพร แซ่ซิ้น,เศรษฐกิจ,1
นครศรีธรรมราช,2,ตำบลบางจาก,เมือง,3,3,713,448,680,448,418,11,19,232,9,นายสิทธิพงศ์ ชูวงศ์,สังคมประชาธิปไตยไทย,0
นครศรีธรรมราช,2,ตำบลบางจาก,เมือง,3,3,713,448,680,448,418,11,19,232,10,นายนพดล กาญจนรักษ์,ไทยก้าวใหม่,0
นครศรีธรรมราช,2,ตำบลบางจาก,เมือง,4,3,558,343,540,343,321,9,13,197,1,นางสาวนันทวัน วิเชียร,ภูมิใจไทย,177
นครศรีธรรมราช,2,ตำบลบางจาก,เมือง,4,3,558,343,540,343,321,9,13,197,2,นายนนทิวรรธน์ นนทภักดิ์,รวมไทยสร้างชาติ,9
นครศรีธรรมราช,2,ตำบลบางจาก,เมือง,4,3,558,343,540,343,321,9,13,197,3,นายเชาวน์วัศ เสนพงศ์,ประชาธิปัตย์,87
นครศรีธรรมราช,2,ตำบลบางจาก,เมือง,4,3,558,343,540,343,321,9,13,197,4,นายเจริญ ชินวงศ์,กล้าธรรม,20
นครศรีธรรมราช,2,ตำบลบางจาก,เมือง,4,3,558,343,540,343,321,9,13,197,5,นายจรยุทธ มาศบำรุง,ประชาชน,21
นครศรีธรรมราช,2,ตำบลบางจาก,เมือง,4,3,558,343,540,343,321,9,13,197,6,นางวิไลลักษณ์ คชพันธ์,เพื่อไทย,3
นครศรีธรรมราช,2,ตำบลบางจาก,เมือง,4,3,558,343,540,343,321,9,13,197,7,นายปัญโน หวานนุรักษ์,พลวัต,0
นครศรีธรรมราช,2,ตำบลบางจาก,เมือง,4,3,558,343,540,343,321,9,13,197,8,นายทศพร แซ่ซิ้น,เศรษฐกิจ,4
นครศรีธรรมราช,2,ตำบลบางจาก,เมือง,4,3,558,343,540,343,321,9,13,197,9,นายสิทธิพงศ์ ชูวงศ์,สังคมประชาธิปไตยไทย,0
นครศรีธรรมราช,2,ตำบลบางจาก,เมือง,4,3,558,343,540,343,321,9,13,197,10,นายนพดล กาญจนรักษ์,ไทยก้าวใหม่,0
นครศรีธรรมราช,2,ตำบลบางจาก,เมือง,5,4,538,350,540,350,325,13,12,190,1,นางสาวนันทวัน วิเชียร,ภูมิใจไทย,192
นครศรีธรรมราช,2,ตำบลบางจาก,เมือง,5,4,538,350,540,350,325,13,12,190,2,นายนนทิวรรธน์ นนทภักดิ์,รวมไทยสร้างชาติ,5
นครศรีธรรมราช,2,ตำบลบางจาก,เมือง,5,4,538,350,540,350,325,13,12,190,3,นายเชาวน์วัศ เสนพงศ์,ประชาธิปัตย์,92
นครศรีธรรมราช,2,ตำบลบางจาก,เมือง,5,4,538,350,540,350,325,13,12,190,4,นายเจริญ ชินวงศ์,กล้าธรรม,8
นครศรีธรรมราช,2,ตำบลบางจาก,เมือง,5,4,538,350,540,350,325,13,12,190,5,นายจรยุทธ มาศบำรุง,ประชาชน,23
นครศรีธรรมราช,2,ตำบลบางจาก,เมือง,5,4,538,350,540,350,325,13,12,190,6,นางวิไลลักษณ์ คชพันธ์,เพื่อไทย,0
นครศรีธรรมราช,2,ตำบลบางจาก,เมือง,5,4,538,350,540,350,325,13,12,190,7,นายปัญโน หวานนุรักษ์,พลวัต,3
นครศรีธรรมราช,2,ตำบลบางจาก,เมือง,5,4,538,350,540,350,325,13,12,190,8,นายทศพร แซ่ซิ้น,เศรษฐกิจ,2
นครศรีธรรมราช,2,ตำบลบางจาก,เมือง,5,4,538,350,540,350,325,13,12,190,9,นายสิทธิพงศ์ ชูวงศ์,สังคมประชาธิปไตยไทย,0
นครศรีธรรมราช,2,ตำบลบางจาก,เมือง,5,4,538,350,540,350,325,13,12,190,10,นายนพดล กาญจนรักษ์,ไทยก้าวใหม่,0
นครศรีธรรมราช,2,ตำบลบางจาก,เมือง,6,4,555,379,540,379,365,4,10,161,1,นางสาวนันทวัน วิเชียร,ภูมิใจไทย,193
นครศรีธรรมราช,2,ตำบลบางจาก,เมือง,6,4,555,379,540,379,365,4,10,161,2,นายนนทิวรรธน์ นนทภักดิ์,รวมไทยสร้างชาติ,4
นครศรีธรรมราช,2,ตำบลบางจาก,เมือง,6,4,555,379,540,379,365,4,10,161,3,นายเชาวน์วัศ เสนพงศ์,ประชาธิปัตย์,119
นครศรีธรรมราช,2,ตำบลบางจาก,เมือง,6,4,555,379,540,379,365,4,10,161,4,นายเจริญ ชินวงศ์,กล้าธรรม,18
นครศรีธรรมราช,2,ตำบลบางจาก,เมือง,6,4,555,379,540,379,365,4,10,161,5,นายจรยุทธ มาศบำรุง,ประชาชน,24
นครศรีธรรมราช,2,ตำบลบางจาก,เมือง,6,4,555,379,540,379,365,4,10,161,6,นางวิไลลักษณ์ คชพันธ์,เพื่อไทย,2
นครศรีธรรมราช,2,ตำบลบางจาก,เมือง,6,4,555,379,540,379,365,4,10,161,7,นายปัญโน หวานนุรักษ์,พลวัต,1
นครศรีธรรมราช,2,ตำบลบางจาก,เมือง,6,4,555,379,540,379,365,4,10,161,8,นายทศพร แซ่ซิ้น,เศรษฐกิจ,3
นครศรีธรรมราช,2,ตำบลบางจาก,เมือง,6,4,555,379,540,379,365,4,10,161,9,นายสิทธิพงศ์ ชูวงศ์,สังคมประชาธิปไตยไทย,1
นครศรีธรรมราช,2,ตำบลบางจาก,เมือง,6,4,555,379,540,379,365,4,10,161,10,นายนพดล กาญจนรักษ์,ไทยก้าวใหม่,0
นครศรีธรรมราช,2,ตำบลบางจาก,เมือง,7,5,791,529,760,529,494,17,18,231,1,นางสาวนันทวัน วิเชียร,ภูมิใจไทย,256
นครศรีธรรมราช,2,ตำบลบางจาก,เมือง,7,5,791,529,760,529,494,17,18,231,2,นายนนทิวรรธน์ นนทภักดิ์,รวมไทยสร้างชาติ,8
นครศรีธรรมราช,2,ตำบลบางจาก,เมือง,7,5,791,529,760,529,494,17,18,231,3,นายเชาวน์วัศ เสนพงศ์,ประชาธิปัตย์,173
นครศรีธรรมราช,2,ตำบลบางจาก,เมือง,7,5,791,529,760,529,494,17,18,231,4,นายเจริญ ชินวงศ์,กล้าธรรม,19
นครศรีธรรมราช,2,ตำบลบางจาก,เมือง,7,5,791,529,760,529,494,17,18,231,5,นายจรยุทธ มาศบำรุง,ประชาชน,30
นครศรีธรรมราช,2,ตำบลบางจาก,เมือง,7,5,791,529,760,529,494,17,18,231,6,นางวิไลลักษณ์ คชพันธ์,เพื่อไทย,3
นครศรีธรรมราช,2,ตำบลบางจาก,เมือง,7,5,791,529,760,529,494,17,18,231,7,นายปัญโน หวานนุรักษ์,พลวัต,1
นครศรีธรรมราช,2,ตำบลบางจาก,เมือง,7,5,791,529,760,529,494,17,18,231,8,นายทศพร แซ่ซิ้น,เศรษฐกิจ,3
นครศรีธรรมราช,2,ตำบลบางจาก,เมือง,7,5,791,529,760,529,494,17,18,231,9,นายสิทธิพงศ์ ชูวงศ์,สังคมประชาธิปไตยไทย,0
นครศรีธรรมราช,2,ตำบลบางจาก,เมือง,7,5,791,529,760,529,494,17,18,231,10,นายนพดล กาญจนรักษ์,ไทยก้าวใหม่,1
นครศรีธรรมราช,2,ตำบลบางจาก,เมือง,8,6,373,249,360,249,228,5,16,111,1,นางสาวนันทวัน วิเชียร,ภูมิใจไทย,89
นครศรีธรรมราช,2,ตำบลบางจาก,เมือง,8,6,373,249,360,249,228,5,16,111,2,นายนนทิวรรธน์ นนทภักดิ์,รวมไทยสร้างชาติ,11
นครศรีธรรมราช,2,ตำบลบางจาก,เมือง,8,6,373,249,360,249,228,5,16,111,3,นายเชาวน์วัศ เสนพงศ์,ประชาธิปัตย์,87
นครศรีธรรมราช,2,ตำบลบางจาก,เมือง,8,6,373,249,360,249,228,5,16,111,4,นายเจริญ ชินวงศ์,กล้าธรรม,20
นครศรีธรรมราช,2,ตำบลบางจาก,เมือง,8,6,373,249,360,249,228,5,16,111,5,นายจรยุทธ มาศบำรุง,ประชาชน,19
นครศรีธรรมราช,2,ตำบลบางจาก,เมือง,8,6,373,249,360,249,228,5,16,111,6,นางวิไลลักษณ์ คชพันธ์,เพื่อไทย,2
นครศรีธรรมราช,2,ตำบลบางจาก,เมือง,8,6,373,249,360,249,228,5,16,111,7,นายปัญโน หวานนุรักษ์,พลวัต,0
นครศรีธรรมราช,2,ตำบลบางจาก,เมือง,8,6,373,249,360,249,228,5,16,111,8,นายทศพร แซ่ซิ้น,เศรษฐกิจ,0
